dark purple, light purple, dark blue, light blue, dark green, light green, yellow, orange, dark red, light red, white
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (43)_color_threshold_idx_0_chunck_4_region_13_labels_1_G.png, 1:120304, 2:79832, 3:30421, 4:32735, 5:37757, 6:45662, 7:42596, 8:40650, 9:8767, 10:8688, 11:1529, 12:336, 13:51, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (44)_color_threshold_idx_1_chunck_3_region_74_labels_0_G.png, 1:59380, 2:52540, 3:30387, 4:38176, 5:43017, 6:64227, 7:57648, 8:69288, 9:23363, 10:24806, 11:5661, 12:1753, 13:52, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (45)_color_threshold_idx_1_chunck_15_region_110_labels_3_G.png, 1:3729, 2:19721, 3:38247, 4:57871, 5:61812, 6:81623, 7:64304, 8:79868, 9:22319, 10:24015, 11:5655, 12:1656, 13:147, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (45)_color_threshold_idx_1_chunck_2_region_-1_labels_-1_G.png, 1:3729, 2:19721, 3:38247, 4:57871, 5:61812, 6:81623, 7:64304, 8:79868, 9:22319, 10:24015, 11:5655, 12:1656, 13:147, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (46)_color_threshold_idx_0_chunck_6_region_26_labels_3_G.png, 1:22619, 2:19566, 3:9065, 4:11044, 5:10582, 6:13839, 7:11430, 8:15326, 9:3769, 10:3496, 11:770, 12:310, 13:14, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (46)_color_threshold_idx_1_chunck_5_region_30_labels_1_G.png, 1:22619, 2:19566, 3:9065, 4:11044, 5:10582, 6:13839, 7:11430, 8:15326, 9:3769, 10:3496, 11:770, 12:310, 13:14, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (47)_color_threshold_idx_1_chunck_11_region_55_labels_1_G.png, 1:15489, 2:12972, 3:7958, 4:10303, 5:10175, 6:17399, 7:15040, 8:18421, 9:6183, 10:6357, 11:1574, 12:496, 13:16, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (48)_color_threshold_idx_2_chunck_7_region_4_labels_3_G.png, 1:5977, 2:19322, 3:12463, 4:13594, 5:15023, 6:19285, 7:12989, 8:15024, 9:4051, 10:3327, 11:847, 12:388, 13:14, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (49)_color_threshold_idx_2_chunck_2_region_-1_labels_-1_G.png, 1:1722, 2:6284, 3:10839, 4:16087, 5:16004, 6:21975, 7:16919, 8:21203, 9:5992, 10:6240, 11:1426, 12:424, 13:21, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (5)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:5998, 2:24200, 3:18849, 4:38038, 5:39580, 6:53352, 7:62177, 8:108506, 9:35111, 10:35950, 11:9752, 12:5733, 13:1099, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (50)_color_threshold_idx_0_chunck_5_region_9_labels_1_G.png, 1:36434, 2:19158, 3:7634, 4:8500, 5:8868, 6:11544, 7:10781, 8:12511, 9:2502, 10:2687, 11:661, 12:233, 13:7, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (50)_color_threshold_idx_0_chunck_9_region_9_labels_3_G.png, 1:36434, 2:19158, 3:7634, 4:8500, 5:8868, 6:11544, 7:10781, 8:12511, 9:2502, 10:2687, 11:661, 12:233, 13:7, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (51)_color_threshold_idx_1_chunck_10_region_65_labels_2_G.png, 1:19657, 2:79352, 3:17955, 4:29238, 5:24268, 6:29675, 7:25879, 8:30238, 9:7061, 10:5666, 11:1565, 12:818, 13:88, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (52)_color_threshold_idx_0_chunck_0_region_42_labels_0_G.png, 1:19520, 2:77044, 3:17898, 4:29195, 5:24115, 6:29883, 7:25998, 8:30027, 9:7050, 10:5647, 11:1554, 12:803, 13:90, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (53)_color_threshold_idx_0_chunck_0_region_13_labels_0_G.png, 1:160105, 2:81692, 3:30252, 4:32487, 5:38172, 6:45351, 7:42550, 8:40574, 9:8736, 10:8735, 11:1507, 12:324, 13:51, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (54)_color_threshold_idx_2_chunck_2_region_-1_labels_-1_G.png, 1:19810, 2:80382, 3:17997, 4:29256, 5:24226, 6:29711, 7:25836, 8:30203, 9:7032, 10:5644, 11:1573, 12:808, 13:90, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (55)_color_threshold_idx_1_chunck_-1_region_4_labels_0_G.png, 1:61695, 2:82374, 3:14394, 4:19472, 5:18723, 6:26862, 7:21331, 8:23772, 9:2677, 10:1727, 11:312, 12:139, 13:9, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (56)_color_threshold_idx_1_chunck_16_region_-1_labels_-1_G.png, 1:20407, 2:67731, 3:45778, 4:49800, 5:58634, 6:71515, 7:49797, 8:57661, 9:16413, 10:13427, 11:3196, 12:1821, 13:94, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (57)_color_threshold_idx_1_chunck_2_region_4_labels_1_G.png, 1:68444, 2:72774, 3:12697, 4:20371, 5:18590, 6:26594, 7:22049, 8:22245, 9:2422, 10:1829, 11:345, 12:148, 13:12, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (57)_color_threshold_idx_2_chunck_0_region_4_labels_0_G.png, 1:68444, 2:72774, 3:12697, 4:20371, 5:18590, 6:26594, 7:22049, 8:22245, 9:2422, 10:1829, 11:345, 12:148, 13:12, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (58)_color_threshold_idx_1_chunck_7_region_28_labels_1_G.png, 1:722, 2:33846, 3:27946, 4:43351, 5:46157, 6:42482, 7:27574, 8:29163, 9:8630, 10:7270, 11:1761, 12:760, 13:136, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (59)_color_threshold_idx_1_chunck_7_region_34_labels_1_G.png, 1:98140, 2:78726, 3:36603, 4:40751, 5:41902, 6:50906, 7:43975, 8:56282, 9:12903, 10:11042, 11:2838, 12:980, 13:17, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (59)_color_threshold_idx_1_chunck_8_region_34_labels_2_G.png, 1:98140, 2:78726, 3:36603, 4:40751, 5:41902, 6:50906, 7:43975, 8:56282, 9:12903, 10:11042, 11:2838, 12:980, 13:17, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (6)_color_threshold_idx_0_chunck_3_region_-1_labels_-1_G.png, 1:252, 2:11759, 3:27751, 4:51190, 5:50755, 6:79919, 7:70444, 8:83768, 9:25091, 10:32978, 11:8618, 12:2802, 13:97, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (60)_color_threshold_idx_2_chunck_7_region_33_labels_1_G.png, 1:536, 2:32525, 3:27616, 4:43315, 5:46166, 6:42383, 7:27473, 8:29406, 9:8700, 10:7472, 11:1769, 12:765, 13:146, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (61)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:51044, 2:49024, 3:28457, 4:36948, 5:40117, 6:63710, 7:56935, 8:69177, 9:23712, 10:24500, 11:6132, 12:2125, 13:71, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (62)_color_threshold_idx_2_chunck_1_region_-1_labels_-1_G.png, 1:3617, 2:19116, 3:37715, 4:57181, 5:62590, 6:80605, 7:64166, 8:79214, 9:21644, 10:23125, 11:5540, 12:1622, 13:139, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (63)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:71660, 2:35823, 3:12291, 4:13900, 5:11473, 6:19098, 7:30633, 8:37371, 9:10966, 10:11535, 11:3381, 12:1949, 13:506, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (64)_color_threshold_idx_1_chunck_12_region_-1_labels_-1_G.png, 1:72158, 2:36097, 3:12313, 4:13845, 5:11410, 6:19112, 7:30670, 8:37302, 9:11003, 10:12246, 11:3672, 12:1924, 13:508, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (64)_color_threshold_idx_2_chunck_-1_region_-1_labels_-1_G.png, 1:72158, 2:36097, 3:12313, 4:13845, 5:11410, 6:19112, 7:30670, 8:37302, 9:11003, 10:12246, 11:3672, 12:1924, 13:508, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (65)_color_threshold_idx_1_chunck_16_region_-1_labels_-1_G.png, 1:45658, 2:141489, 3:51055, 4:68485, 5:33054, 6:25357, 7:9612, 8:6020, 9:731, 10:338, 11:66, 12:31, 13:4, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (66)_color_threshold_idx_1_chunck_6_region_89_labels_1_G.png, 1:75, 2:1177, 3:12599, 4:26004, 5:24431, 6:38826, 7:46392, 8:63717, 9:20053, 10:19117, 11:5481, 12:3715, 13:961, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (66)_color_threshold_idx_2_chunck_5_region_82_labels_1_G.png, 1:75, 2:1177, 3:12599, 4:26004, 5:24431, 6:38826, 7:46392, 8:63717, 9:20053, 10:19117, 11:5481, 12:3715, 13:961, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (67)_color_threshold_idx_1_chunck_-1_region_4_labels_0_G.png, 1:68569, 2:72184, 3:14015, 4:20235, 5:18459, 6:25283, 7:22174, 8:22792, 9:2638, 10:1803, 11:352, 12:167, 13:14, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (68)_color_threshold_idx_1_chunck_9_region_4_labels_3_G.png, 1:70622, 2:72037, 3:14331, 4:20802, 5:18849, 6:25608, 7:22296, 8:23184, 9:2606, 10:1566, 11:278, 12:118, 13:7, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (69)_color_threshold_idx_1_chunck_5_region_30_labels_1_G.png, 1:725, 2:34593, 3:28031, 4:43720, 5:46152, 6:42510, 7:27630, 8:29100, 9:8442, 10:7188, 11:1782, 12:757, 13:142, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (7)_color_threshold_idx_0_chunck_6_region_-1_labels_-1_G.png, 1:1861, 2:55946, 3:37808, 4:26515, 5:27965, 6:49375, 7:67046, 8:101658, 9:31974, 10:35241, 11:10204, 12:4581, 13:276, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (7)_color_threshold_idx_2_chunck_7_region_160_labels_0_G.png, 1:1861, 2:55946, 3:37808, 4:26515, 5:27965, 6:49375, 7:67046, 8:101658, 9:31974, 10:35241, 11:10204, 12:4581, 13:276, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (70)_color_threshold_idx_2_chunck_2_region_14_labels_1_G.png, 1:135, 2:20549, 3:19134, 4:38329, 5:44474, 6:55825, 7:36461, 8:29223, 9:8190, 10:7611, 11:1785, 12:607, 13:24, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (71)_color_threshold_idx_2_chunck_15_region_-1_labels_-1_G.png, 1:12678, 2:70118, 3:28230, 4:33997, 5:27547, 6:34588, 7:23712, 8:20903, 9:3031, 10:1874, 11:300, 12:106, 13:6, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (72)_color_threshold_idx_1_chunck_12_region_1_labels_1_G.png, 1:1486, 2:25899, 3:64889, 4:175951, 5:129103, 6:135597, 7:55515, 8:35247, 9:4995, 10:4058, 11:681, 12:392, 13:59, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (72)_color_threshold_idx_2_chunck_5_region_1_labels_1_G.png, 1:1486, 2:25899, 3:64889, 4:175951, 5:129103, 6:135597, 7:55515, 8:35247, 9:4995, 10:4058, 11:681, 12:392, 13:59, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (73)_color_threshold_idx_1_chunck_8_region_-1_labels_-1_G.png, 1:54441, 2:37457, 3:12839, 4:17911, 5:17711, 6:30499, 7:25219, 8:26617, 9:8639, 10:7755, 11:1682, 12:470, 13:26, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (74)_color_threshold_idx_1_chunck_3_region_-1_labels_-1_G.png, 1:90, 2:479, 3:4049, 4:21525, 5:29392, 6:44720, 7:72654, 8:60470, 9:10534, 10:10242, 11:2873, 12:2335, 13:1223, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (74)_color_threshold_idx_1_chunck_6_region_389_labels_0_G.png, 1:90, 2:479, 3:4049, 4:21525, 5:29392, 6:44720, 7:72654, 8:60470, 9:10534, 10:10242, 11:2873, 12:2335, 13:1223, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (75)_color_threshold_idx_0_chunck_7_region_173_labels_1_G.png, 1:8015, 2:26316, 3:27943, 4:44273, 5:37323, 6:53719, 7:28744, 8:22529, 9:5216, 10:4380, 11:876, 12:270, 13:48, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (75)_color_threshold_idx_1_chunck_9_region_7_labels_1_G.png, 1:8015, 2:26316, 3:27943, 4:44273, 5:37323, 6:53719, 7:28744, 8:22529, 9:5216, 10:4380, 11:876, 12:270, 13:48, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (76)_color_threshold_idx_2_chunck_6_region_-1_labels_-1_G.png, 1:64, 2:108, 3:6490, 4:14616, 5:26690, 6:53843, 7:56720, 8:56975, 9:14741, 10:15817, 11:6122, 12:4848, 13:3261, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (77)_color_threshold_idx_1_chunck_5_region_181_labels_1_G.png, 1:361, 2:23905, 3:25652, 4:28518, 5:16579, 6:20645, 7:36441, 8:62321, 9:17854, 10:17797, 11:5845, 12:5547, 13:2295, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (78)_color_threshold_idx_2_chunck_10_region_1_labels_2_G.png, 1:432, 2:47125, 3:71797, 4:80455, 5:53046, 6:57076, 7:25120, 8:11980, 9:667, 10:1008, 11:131, 12:322, 13:259, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (79)_color_threshold_idx_1_chunck_2_region_1_labels_0_G.png, 1:6600, 2:40933, 3:69616, 4:66291, 5:35173, 6:51195, 7:28243, 8:23722, 9:4866, 10:3166, 11:920, 12:369, 13:19, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (79)_color_threshold_idx_1_chunck_3_region_1_labels_0_G.png, 1:6600, 2:40933, 3:69616, 4:66291, 5:35173, 6:51195, 7:28243, 8:23722, 9:4866, 10:3166, 11:920, 12:369, 13:19, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (8)_color_threshold_idx_1_chunck_16_region_47_labels_3_G.png, 1:105373, 2:52724, 3:27827, 4:38676, 5:45896, 6:72208, 7:40009, 8:43231, 9:10397, 10:12248, 11:4261, 12:2021, 13:54, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (80)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:3008, 2:38843, 3:29174, 4:22016, 5:14304, 6:31012, 7:40871, 8:45194, 9:13874, 10:14242, 11:5455, 12:4378, 13:1769, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (81)_color_threshold_idx_0_chunck_8_region_-1_labels_-1_G.png, 1:3613, 2:47973, 3:36620, 4:39436, 5:34183, 6:49745, 7:59997, 8:101873, 9:28084, 10:29004, 11:10779, 12:7812, 13:1110, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (81)_color_threshold_idx_1_chunck_14_region_71_labels_2_G.png, 1:3613, 2:47973, 3:36620, 4:39436, 5:34183, 6:49745, 7:59997, 8:101873, 9:28084, 10:29004, 11:10779, 12:7812, 13:1110, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (82)_color_threshold_idx_1_chunck_7_region_166_labels_0_G.png, 1:6432, 2:52785, 3:29810, 4:17779, 5:15772, 6:34873, 7:38781, 8:35478, 9:10306, 10:11810, 11:3982, 12:3315, 13:957, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (82)_color_threshold_idx_2_chunck_2_region_-1_labels_-1_G.png, 1:6432, 2:52785, 3:29810, 4:17779, 5:15772, 6:34873, 7:38781, 8:35478, 9:10306, 10:11810, 11:3982, 12:3315, 13:957, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (83)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:34, 2:5, 3:1, 4:80, 5:4518, 6:17748, 7:27896, 8:103694, 9:55021, 10:73282, 11:33999, 12:28790, 13:11476, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (84)_color_threshold_idx_2_chunck_12_region_107_labels_3_G.png, 1:2588, 2:18944, 3:18074, 4:23115, 5:27053, 6:54615, 7:42781, 8:40147, 9:8955, 10:5120, 11:914, 12:416, 13:71, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (85)_color_threshold_idx_2_chunck_3_region_2_labels_0_G.png, 1:8068, 2:43672, 3:30731, 4:54747, 5:44188, 6:36529, 7:19855, 8:15714, 9:2634, 10:1739, 11:388, 12:171, 13:12, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (85)_color_threshold_idx_2_chunck_4_region_2_labels_0_G.png, 1:8068, 2:43672, 3:30731, 4:54747, 5:44188, 6:36529, 7:19855, 8:15714, 9:2634, 10:1739, 11:388, 12:171, 13:12, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (86)_color_threshold_idx_2_chunck_13_region_113_labels_1_G.png, 1:102, 2:5247, 3:13659, 4:31466, 5:41484, 6:60093, 7:41609, 8:43923, 9:10839, 10:8070, 11:1559, 12:723, 13:114, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (87)_color_threshold_idx_0_chunck_3_region_174_labels_1_G.png, 1:24269, 2:45622, 3:31133, 4:43050, 5:28380, 6:26774, 7:20186, 8:29275, 9:4769, 10:3380, 11:573, 12:362, 13:11, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (87)_color_threshold_idx_1_chunck_8_region_27_labels_1_G.png, 1:24269, 2:45622, 3:31133, 4:43050, 5:28380, 6:26774, 7:20186, 8:29275, 9:4769, 10:3380, 11:573, 12:362, 13:11, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (88)_color_threshold_idx_1_chunck_7_region_5_labels_1_G.png, 1:68297, 2:36830, 3:24979, 4:39621, 5:24705, 6:24034, 7:17612, 8:19197, 9:2155, 10:1401, 11:344, 12:85, 13:20, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (89)_color_threshold_idx_0_chunck_2_region_25_labels_1_G.png, 1:2358, 2:46999, 3:21959, 4:24174, 5:22146, 6:31632, 7:42509, 8:45975, 9:11666, 10:7840, 11:1908, 12:1090, 13:330, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (9)_color_threshold_idx_1_chunck_15_region_26_labels_3_G.png, 1:110876, 2:21118, 3:12923, 4:15424, 5:13766, 6:23232, 7:17252, 8:18302, 9:5121, 10:3658, 11:819, 12:489, 13:65, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (90)_color_threshold_idx_2_chunck_1_region_14_labels_1_G.png, 1:3571, 2:42727, 3:24468, 4:42272, 5:47297, 6:46376, 7:30126, 8:27327, 9:5723, 10:4792, 11:1136, 12:755, 13:198, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (91)_color_threshold_idx_2_chunck_10_region_17_labels_2_G.png, 1:10589, 2:64947, 3:25490, 4:47434, 5:45059, 6:39939, 7:20917, 8:15508, 9:2721, 10:1929, 11:348, 12:190, 13:23, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (92)_color_threshold_idx_2_chunck_10_region_18_labels_2_G.png, 1:1865, 2:48103, 3:21941, 4:48843, 5:51477, 6:41747, 7:21917, 8:22579, 9:4955, 10:4229, 11:982, 12:571, 13:35, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (93)_color_threshold_idx_2_chunck_14_region_201_labels_2_G.png, 1:122, 2:3892, 3:19472, 4:37884, 5:50281, 6:80992, 7:88591, 8:103950, 9:22715, 10:24600, 11:7692, 12:4239, 13:630, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (94)_color_threshold_idx_1_chunck_6_region_82_labels_1_G.png, 1:328, 2:32473, 3:40483, 4:46584, 5:48802, 6:61656, 7:54690, 8:71486, 9:16796, 10:15479, 11:4922, 12:2690, 13:241, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (95)_color_threshold_idx_1_chunck_0_region_82_labels_0_G.png, 1:105, 2:866, 3:13717, 4:34258, 5:32404, 6:42934, 7:50913, 8:132855, 9:42364, 10:37810, 11:11239, 12:3704, 13:157, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (96)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:1497, 2:18240, 3:27016, 4:49286, 5:46544, 6:49224, 7:52995, 8:92966, 9:26114, 10:24630, 11:6418, 12:2102, 13:54, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (96)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:1497, 2:18240, 3:27016, 4:49286, 5:46544, 6:49224, 7:52995, 8:92966, 9:26114, 10:24630, 11:6418, 12:2102, 13:54, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (97)_color_threshold_idx_1_chunck_6_region_116_labels_0_G.png, 1:1387, 2:67495, 3:21132, 4:25592, 5:26883, 6:36075, 7:30428, 8:36335, 9:9590, 10:6613, 11:1205, 12:404, 13:61, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (98)_color_threshold_idx_1_chunck_5_region_113_labels_0_G.png, 1:1435, 2:68321, 3:21270, 4:25798, 5:26960, 6:36150, 7:30484, 8:36365, 9:9334, 10:6375, 11:1180, 12:410, 13:58, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (99)_color_threshold_idx_0_chunck_-1_region_-1_labels_-1_G.png, 1:108, 2:33008, 3:30980, 4:31787, 5:32257, 6:42173, 7:32600, 8:37599, 9:9246, 10:7944, 11:1676, 12:728, 13:102, 
