name
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (122)_color_threshold_idx_1_chunck_12_region_180_labels_1_G.png, 1:30.557749073643905, 2:11.650308053588454, 3:40.97803459054304, 4:-2.4668587611303945, 5:-12.687761514971863, 6:-44.06669495374205, 7:-75.5679990807106, 8:-16.127120409710784, 9:-57.26657003601383, 10:8.592458628528112, 11:19.737960843681858, 12:68.03031390776201, 13:99.44065468539922, 14:18.19285615260863, 15:65.30386637697181, 16:-16.731639811063356, 17:-25.21437336600592, 18:-86.28257170275285, 19:-114.91493098709773, 20:-18.64344163049013, 21:-67.77969491693801, 22:26.28387256642609, 23:29.651778681283012, 24:100.77825739513703, 25:124.22852255525672, 26:17.79848011941808, 27:65.74009948915953, 28:-36.83547067649232, 29:-33.18644823930306, 30:-112.06392131037751, 31:-128.24973098005293, 32:-15.852700852703252, 33:-59.804736290890105, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (122)_color_threshold_idx_1_chunck_1_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (122)_color_threshold_idx_2_chunck_14_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (123)_color_threshold_idx_0_chunck_0_region_-1_labels_-1_G.png, 1:166.15776058793875, 2:-176.88722365205203, 3:-260.0200863243801, 4:395.96904019364297, 5:-246.66428333583235, 6:-364.60477800523887, 7:395.62895844664894, 8:-182.02897791243623, 9:-273.75477276590277, 10:205.8891648059458, 11:-50.19235629684626, 12:-84.21835798579365, 13:-9.098970518789919, 14:46.75718132855534, 15:56.64318295076842, 16:-99.14150323808299, 17:52.86500178308692, 18:67.83195941698227, 19:-39.43804295335939, 20:-6.682151312062154, 21:-14.814788030618315, 22:72.13559593852239, 23:-60.215109056839744, 24:-88.70026457608476, 25:116.80596207995288, 26:-56.927477898422325, 27:-81.49706579589375, 28:58.44169609419466, 29:-6.185063591027562, 30:-7.431828549948789, 31:-39.33207036994689, 32:40.94274362988695, 33:59.838311422979736, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (124)_color_threshold_idx_2_chunck_4_region_1_labels_1_G.png, 1:1443.8536437296746, 2:-1633.7015193530497, 3:-127.95114284184884, 4:-1314.1777648951102, 5:3104.257391389198, 6:171.99522488893993, 7:-2490.7475514823027, 8:-253.93812931910878, 9:132.11876920436865, 10:3638.386158484212, 11:-3848.9825699632256, 12:-276.6857414434019, 13:682.8200341668492, 14:2984.30266989534, 15:-94.6612708305496, 16:-4510.676468892319, 17:2186.7218951930854, 18:358.06710645946646, 19:2078.631040660717, 20:-4446.162784445017, 21:33.600548533977246, 22:3193.813550271756, 23:647.6415725726522, 24:-433.17755351974324, 25:-3855.841023272157, 26:3736.201380642175, 27:63.85024138381258, 28:-600.1569548970649, 29:-2825.1868329041126, 30:493.9864088084901, 31:3661.4560525249335, 32:-1517.5140651067409, 33:-214.61767138203163, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (125)_color_threshold_idx_1_chunck_14_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (126)_color_threshold_idx_1_chunck_17_region_-1_labels_-1_G.png, 1:1.909859317102744, 2:1.529887306370261, 3:-1.89319387803553, 4:-0.5267151281316492, 5:-2.0129607381604573, 6:1.3789377427955254, 7:-2.198491538226888, 8:0.28056793176430306, 9:1.2530554077726503, 10:0.3063525298186893, 11:0.10819645420977984, 12:0.8653021714600118, 13:-2.255893398599574, 14:-1.9922969720679204, 15:0.17758317475751162, 16:2.507778267544515, 17:3.89041459528782, 18:-4.497823802458219, 19:5.9635805926476415, 20:0.9444790190665044, 21:-0.5966752192964289, 22:-5.693199721541481, 23:-5.5242498588633815, 24:5.793421071466216, 25:-4.75962760230883, 26:1.7782299885738952, 27:0.15887829840780254, 28:4.819554131110493, 29:2.1982012993536912, 30:-2.746459288975831, 31:-0.09575205386169171, 32:-2.479768128292853, 33:-0.556640472322527, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (126)_color_threshold_idx_2_chunck_9_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (127)_color_threshold_idx_0_chunck_3_region_-1_labels_-1_G.png, 1:1871.0255109883217, 2:2729.0556646929, 3:1785.3346510145846, 4:3263.7093999490044, 5:2050.4490131387247, 6:1582.4737173468914, 7:716.1548297473217, 8:-946.5662217022195, 9:-180.76550074745285, 10:-2347.1710240847465, 11:-2404.728426959173, 12:-1368.8489159006178, 13:-2289.3307445873515, 14:-905.9792569095191, 15:-850.76101960325, 16:196.24718394878965, 17:1158.7369154688793, 18:383.51740112221796, 19:1719.4551572961893, 20:1298.8019278362667, 21:810.4449541513205, 22:866.5551383620419, 23:-43.771887395359855, 24:216.2629284310328, 25:-660.9793571445108, 26:-876.4520672076172, 27:-445.33219889448725, 28:-988.6790559838236, 29:-512.3287091964928, 30:-459.55000043979675, 31:-245.24875630955856, 32:161.92661445065903, 33:-14.839522788561268, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (128)_color_threshold_idx_2_chunck_1_region_53_labels_0_G.png, 1:2980.0171544526484, 2:-37.529861435971824, 3:5242.821748570243, 4:5371.211088908408, 5:44.224386809595266, 6:4508.96326222038, 7:1978.91079917629, 8:72.91131106424005, 9:-205.73654634646488, 10:-2079.4376182365663, 11:-64.10360812740021, 12:-2682.548940110347, 13:-2218.943627349844, 14:-150.3441074371295, 15:-1140.9948481963625, 16:158.57784353233308, 17:-32.47686575899723, 18:1024.268942653925, 19:1402.446178835491, 20:91.81600864478705, 21:1214.7266485834045, 22:783.3082785020886, 23:34.129819866705965, 24:260.02584704174575, 25:-103.30344398986256, 26:-83.63580701609875, 27:-325.8544278067408, 28:-453.65737704371264, 29:-79.17719042834797, 30:-503.93630370572737, 31:-646.647148961286, 32:29.92964969785299, 33:-694.7984018784745, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (129)_color_threshold_idx_1_chunck_15_region_3_labels_2_G.png, 1:91.35493733474793, 2:-170.4409830914996, 3:23.275712379193664, 4:229.43142719561428, 5:-257.41025548212895, 6:40.296332327052234, 7:255.55280827292071, 8:-218.50247630427222, 9:47.11366973764859, 10:157.44341346227432, 11:-73.25651259529589, 12:43.33784406275691, 13:-16.10205689258401, 14:106.44740189730999, 15:31.80292775068921, 16:-179.2804986125383, 17:231.81991845566358, 18:16.89955881507113, 19:-251.6789093066365, 20:241.09943915893533, 21:2.469669740572392, 22:-198.24364239957808, 23:130.46094741504902, 24:-9.665394363164742, 25:-47.18496399510898, 26:-43.33199978594241, 27:-19.84844426529276, 28:123.10464209804657, 29:-190.03320027544564, 30:-29.437452126996867, 31:221.9755913770913, 32:-229.81737058147422, 33:-39.1029248747521, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (13)_color_threshold_idx_1_chunck_5_region_140_labels_0_G.png, 1:509.6141277802489, 2:532.8212914873399, 3:-346.3309754960727, 4:261.58049552886, 5:-145.3879200245532, 6:-505.7647360868454, 7:-124.35352465759027, 8:-11.24202220989007, 9:384.25404075892834, 10:-43.83394841529234, 11:-212.91229603522962, 12:458.77977850042475, 13:-829.6345226739023, 14:-520.516374745964, 15:-45.36180236599192, 16:-153.23144371167524, 17:380.786415611326, 18:411.90891833857825, 19:396.06048239819677, 20:-131.19634925008867, 21:151.9141640082324, 22:-887.1808938748688, 23:-682.2834844370124, 24:-181.32938737362085, 25:18.805598603888832, 26:631.9138122702066, 27:171.43608852578032, 28:1177.205755557702, 29:517.8554043598922, 30:-704.7535695329468, 31:165.3572753960592, 32:-36.99697097035036, 33:-781.4406854584532, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (130)_color_threshold_idx_1_chunck_19_region_1_labels_3_G.png, 1:34.3774677078494, 2:-23.870653578530774, 3:-54.37491969026847, 4:55.47591408100195, 5:-16.53753270205076, 6:-34.332390483706085, 7:-5.0832331574615, 8:16.922689947263656, 9:39.82781175105467, 10:-78.8197028366661, 11:39.99669458821311, 12:82.81797794335456, 13:-82.08657602219138, 14:25.533529162085358, 15:48.25911756641347, 16:-11.029016385859267, 17:-13.307280312053289, 18:-25.99623703841676, 19:61.976691156021204, 20:-36.86164502464591, 21:-65.88047995994671, 22:66.82575115961167, 23:-22.140993374088954, 24:-36.18027589589336, 25:4.983913390718798, 26:12.739319881224004, 27:25.403551644235723, 28:-50.97003024740975, 29:29.446176381023243, 30:45.79016192100079, 31:-34.900891112824304, 32:11.546446973545848, 33:0.3661289223920945, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (131)_color_threshold_idx_1_chunck_1_region_1_labels_1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (132)_color_threshold_idx_0_chunck_9_region_-1_labels_-1_G.png, 1:12.732395447351628, 2:18.766896420471436, 3:-16.989418317716154, 4:37.30728306441432, 5:36.22384887496609, 6:-32.795696202284944, 7:59.285050482417354, 8:51.167626574600504, 9:-46.332010248131844, 10:77.16964264208951, 11:62.598722789934584, 12:-56.69541395687027, 13:89.79556147622745, 14:69.79990609111596, 15:-63.23773633726006, 16:96.41738029492981, 17:72.38934822722186, 18:-65.61353421857068, 19:96.76157253839511, 20:70.34382481214058, 21:-63.80103381254073, 22:91.03648661417475, 23:63.99036167517198, 24:-58.09459381558868, 25:79.90030489154577, 26:53.967702855437665, 27:-49.0699331663462, 28:64.39079782665407, 29:41.16180477596819, 30:-37.5259197302582, 31:45.82422723715252, 32:26.6219346687708, 33:-24.408858481984954, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (132)_color_threshold_idx_2_chunck_9_region_53_labels_1_G.png, 1:2779.1636162706764, 2:-360.35505231817075, 3:-425.4003388733911, 4:-7491.065917212009, 5:1269.596627638391, 6:1227.3392822176222, 7:10432.455910816874, 8:-2356.7363968503246, 9:-1791.626477608392, 10:-11643.402642908986, 11:3326.2652729730385, 12:1927.059433710388, 13:11587.631859829711, 14:-4052.567143666898, 15:-1797.3558650066766, 16:-10756.714546731288, 17:4448.658892740019, 18:1720.7628137234922, 19:9308.131843889076, 20:-4420.791399470008, 21:-1549.7597854402736, 22:-7647.753755038157, 23:3994.9594295676948, 24:1054.356195815481, 25:6481.550297678405, 26:-3356.104959388767, 27:-440.8169450088564, 28:-6214.0595542999, 29:2757.7545432837596, 30:160.83109877911326, 31:6677.469135643531, 32:-2411.313534565064, 33:-454.81383158305727, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (133)_color_threshold_idx_1_chunck_20_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (133)_color_threshold_idx_2_chunck_11_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (14)_color_threshold_idx_2_chunck_1_region_31_labels_1_G.png, 1:2.228169203286535, 2:-0.17165402239230582, 3:2.3681588914511345, 4:-2.8891589082796276, 5:0.3942225348976653, 6:-5.43872435428848, 7:-2.448265824267307, 8:-0.20559736992180616, 9:2.836400244325563, 10:6.962740431317454, 11:-0.33079863586512376, 12:4.563764324327214, 13:-3.4660880789585877, 14:0.5977820723961281, 15:-8.247006760344973, 16:-5.455899848135236, 17:-0.1774252148423683, 18:2.44765243425209, 19:9.279869611346738, 20:-0.5374646240538901, 21:7.414946993372548, 22:-2.2184829492604035, 23:0.708286045303676, 24:-9.771413964808119, 25:-8.57755167031302, 26:-0.047415764249707386, 27:0.6539380896136354, 28:10.322205770702247, 29:-0.7477396795143637, 30:10.315840383646309, 31:0.16509454460365058, 32:0.7348729847960761, 33:-10.138022199133312, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (15)_color_threshold_idx_1_chunck_7_region_-1_labels_-1_G.png, 1:1.2732395447351628, 2:0.6756902999136062, 3:1.130747032508484, 4:-1.7698973869320296, 5:-1.6142603452826672, 6:-2.692181368793142, 7:-1.108879737392378, 8:1.0241959149328923, 9:1.6833348414105223, 10:3.90021421816516, 11:1.0457803038565923, 12:1.7832161235328998, 13:-2.563342515702046, 14:-2.402564793957, 15:-4.00628350525461, 16:-2.1816047670956786, 17:1.2399504759844262, 18:1.995517424782513, 19:5.129053666871404, 20:1.4817320653390824, 21:2.555998353295314, 22:-2.5497615428049873, 23:-2.8269500655743847, 24:-4.701360116394528, 25:-3.1246431645563546, 26:1.1602534009258048, 27:1.7985194015467054, 28:5.678107321155296, 29:1.8512558248787256, 30:3.217284025175689, 31:-2.103329862330678, 32:-2.9541375235646408, 33:-4.884578446622189, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (16)_color_threshold_idx_2_chunck_1_region_27_labels_0_G.png, 1:7491.423171335514, 2:8603.31109733314, 3:6349.647859134088, 4:3413.4217295156636, 5:-3192.4235528718937, 6:-325.2080639424507, 7:-5875.643777438622, 8:-3504.0462055673115, 9:-1517.3232053369436, 10:665.1988869665738, 11:1991.12736072995, 12:1063.713440060953, 13:890.8679871405543, 14:-268.5912280343369, 15:-802.6177843389987, 16:-278.8586882798504, 17:1187.6825355562844, 18:-281.8480363046547, 19:1096.47594611068, 20:-534.5187419480352, 21:59.6395405238673, 22:-2847.7080037720043, 23:-2838.235683447622, 24:-746.9773398125718, 25:-693.1430079136405, 26:1733.0235490790492, 27:362.51931862451, 28:2642.5176907883083, 29:1362.2492659953584, 30:74.09602634710622, 31:-603.9433147347362, 32:-1099.5394118656566, 33:-210.64899832218455, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (17)_color_threshold_idx_2_chunck_2_region_52_labels_0_G.png, 1:9678.212089418155, 2:10618.801887596946, 3:9343.479686749324, 4:7833.720825580907, 5:-1768.6449120831373, 6:1964.4629975975477, 7:-8615.68593817173, 8:-7906.97395973819, 9:-4452.797350956695, 10:-3575.0696956197635, 11:2766.449951837183, 12:406.7236878318142, 13:6419.830742460708, 14:4090.022147846508, 15:2256.8808508473153, 16:466.7855584298213, 17:-2297.539967536129, 18:-1115.696906307494, 19:-2907.159703788935, 20:-608.3518039717251, 21:-611.0802707311395, 22:1099.9360247840323, 23:923.326969119178, 24:912.405380628825, 25:-253.0221504370984, 26:-1492.1122999586285, 27:-350.0163264152847, 28:-1353.485663367649, 29:261.20040322874524, 30:-443.42425810100514, 31:1787.692016981011, 32:1861.1530954079483, 33:650.1913424858737, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (18)_color_threshold_idx_1_chunck_-1_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (19)_color_threshold_idx_0_chunck_4_region_-1_labels_-1_G.png, 1:754.7127401417678, 2:-92.25006331771326, 3:118.82797423864709, 4:-2099.8952121824695, 5:349.61374332058716, 6:-444.50048208514494, 7:2996.8277882379084, 8:-719.1414318431571, 9:892.5994645252168, 10:-3281.1830917472857, 11:1128.3070537903454, 12:-1347.1025195251534, 13:2946.8508425821174, 14:-1503.4120127494668, 15:1690.7077255008046, 16:-2137.1065188694415, 17:1786.8303015615925, 18:-1835.5453894226011, 19:1093.1947968933396, 20:-1948.18066575337, 21:1746.0385425678007, 22:-78.51325026727936, 23:1986.7533516432966, 24:-1447.5523026590092, 25:-696.6103399389785, 26:-1925.491769527936, 27:1018.2036583162588, 28:1126.3803417860167, 29:1799.4668810632575, 30:-565.9033123117913, 31:-1223.461814260397, 32:-1643.2000988753432, 33:197.08170697968507, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (2)_color_threshold_idx_2_chunck_2_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (20)_color_threshold_idx_1_chunck_31_region_112_labels_3_G.png, 1:188.1211427346203, 2:159.05458185719263, 3:174.75737026596758, 4:-110.68560726996283, 5:-251.8803445450878, 6:-261.4661842012523, 7:-370.2960235247322, 8:-63.0545775937325, 9:-80.16623694260046, 10:356.7001300500548, 11:360.9081562505483, 12:395.4556847115499, 13:308.6603040805186, 14:-96.46691080865513, 15:-64.67890570088998, 16:-481.5757878701598, 17:-307.64418710963207, 18:-350.16816256112753, 19:-80.52102057893433, 20:231.54953463704973, 21:217.8766714954381, 22:478.3936228265091, 23:170.65627993932324, 24:232.549690928864, 25:-107.95815624783404, 26:-251.93192892280518, 27:-258.9275490574503, 28:-332.52918147234357, 29:-29.644725022542346, 30:-96.61151409583243, 31:171.69211773839936, 32:165.4647162893607, 33:184.77929316979862, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (21)_color_threshold_idx_1_chunck_13_region_99_labels_3_G.png, 1:9.867606471697512, 2:0.4657622599306932, 3:-14.572039348384418, 4:4.513689601193935, 5:-2.0392200349321135, 6:4.383893896533642, 7:-11.7093424208421, 8:1.1488543712057935, 9:13.577652339417075, 10:-12.400198332610017, 11:1.7571248962203267, 12:11.13631153402575, 13:-7.0724395111658716, 14:-0.23619609900890684, 15:-0.9556526376698206, 16:11.816013520458313, 17:-0.2271981196955415, 18:-17.15469918441342, 19:14.884362373906892, 20:-3.526000075623424, 21:-8.845250636191178, 22:4.5067091653988065, 23:0.5536709163387914, 24:-5.084423540121248, 25:3.7389423619067887, 26:5.234687112607029, 27:7.616522299371692, 28:-26.95951265143953, 29:-2.4470217549125555, 30:39.081403435804546, 31:-31.823123341193565, 32:-1.7825916505137822, 33:3.854209457405439, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (21)_color_threshold_idx_2_chunck_1_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (22)_color_threshold_idx_2_chunck_0_region_102_labels_0_G.png, 1:16306.060539537046, 2:18036.139355560535, 3:-7570.9729637609225, 4:10093.367858760037, 5:-4699.358763766579, 6:2006.4402494227852, 7:-10043.870676568495, 8:-6765.103621453604, 9:3791.3927064316117, 10:-511.19364230136335, 11:2569.2285742743525, 12:-1130.1268793494846, 13:1496.4006537130463, 14:-349.35347827936346, 15:-1146.2041228248654, 16:911.8648759239517, 17:2402.912266620962, 18:-1047.023707830074, 19:2172.6154717320737, 20:240.8167953493978, 21:531.4356501394074, 22:-3140.328091253246, 23:-2603.94793367292, 24:820.3989217557572, 25:-993.5308679902622, 26:483.7117284298335, 27:-801.994428518033, 28:852.1085869070724, 29:-457.513081056204, 30:16.102190194702185, 31:-1116.2676376894105, 32:153.49365301600363, 33:490.66022871183264, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (23)_color_threshold_idx_1_chunck_1_region_64_labels_0_G.png, 1:143.5577586688896, 2:-53.10511707450518, 3:148.31903961734477, 4:-168.43770193672438, 5:115.19502713131153, 6:-321.7776864185343, 7:-192.53969206937555, 8:-43.58815703133807, 9:121.75486827287487, 10:434.7395288860039, 11:-116.93071562385101, 12:326.92733276041116, 13:-123.97668655277975, 14:161.5538374516412, 15:-451.8577539857655, 16:-431.6713487846623, 17:-1.2669253577270474, 18:3.4358906314735758, 19:509.0524278935264, 20:-185.43099771292745, 21:519.5588527540775, 22:70.19317188601238, 23:157.07532150264615, 24:-440.4092007112608, 25:-624.3575327573074, 26:73.51281802931553, 27:-206.55581640025565, 28:432.4925093486275, 29:-229.74527515683826, 30:645.9258806919729, 31:319.91167196148643, 32:108.79972051475026, 33:-306.18453881837115, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (24)_color_threshold_idx_0_chunck_7_region_113_labels_3_G.png, 1:2172.4649732043713, 2:1909.9833867708412, 3:3288.476722561116, 4:3727.0864609479654, 5:1366.5253255429454, 6:2641.1406665641252, 7:974.8791046436811, 8:-543.4146996824979, 9:-368.98872183814194, 10:-1754.8781517509922, 11:-1098.233372187151, 12:-1535.262168572382, 13:-1132.9693290986777, 14:24.916568939726346, 15:-155.07042054969386, 16:865.8000552263787, 17:796.1066281285098, 18:949.1653986474188, 19:976.2623484378796, 20:179.21544939596757, 21:238.7196173267194, 22:-535.895954430445, 23:-668.0666734249501, 24:-838.258807072956, 25:-1190.5711685322258, 26:-518.9736945488161, 27:-687.9866447364476, 28:-244.55781482002965, 29:237.91747481070348, 30:267.0580580730232, 31:777.0980057977176, 32:501.4377828149593, 33:678.6588114471173, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (24)_color_threshold_idx_2_chunck_0_region_-1_labels_-1_G.png, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0, 8:0.0, 9:0.0, 10:0.0, 11:0.0, 12:0.0, 13:0.0, 14:0.0, 15:0.0, 16:0.0, 17:0.0, 18:0.0, 19:0.0, 20:0.0, 21:0.0, 22:0.0, 23:0.0, 24:0.0, 25:0.0, 26:0.0, 27:0.0, 28:0.0, 29:0.0, 30:0.0, 31:0.0, 32:0.0, 33:0.0, 
C:/Users/windows/Documents/Tcc_Gabi/Ultrasound/DatasetDecomposite/normal/normal (25)_color_threshold_idx_1_chunck_5_region_181_labels_0_G.png, 1:610.8366715866944, 2:513.903965630972, 3:183.53584801518298, 4:-894.5110393142742, 5:-1263.9107741016612, 6:-391.16035368145333, 7:-307.1969833415053, 8:966.3354195911867, 9:192.276674623936, 10:1469.7522214989042, 11:365.92323695276554, 12:203.63867499051025, 13:-1115.3461706123132, 14:-1339.8704329196482, 15:-317.7662651405968, 16:-317.3495219823313, 17:895.7640351649724, 18:111.96641128630614, 19:1187.097445615892, 20:386.9220711310792, 21:111.22983443493011, 22:-637.3018121585841, 23:-980.8550069034302, 24:-174.69064295172808, 25:-556.7775965570553, 26:227.41011121088985, 27:57.13949502895771, 28:910.6076033874401, 29:868.8280209462977, 30:183.2398578315631, 31:117.06556149140314, 32:-817.604433588784, 33:-275.9662545275605, 
